브랜드명,지점명,업체유형,도로명주소,위도,경도,ID,연락처,주차시설,평점,판매자ID,판매상품목록
GS25,대구과학대점,편의점,"대구광역시 북구 영송로 50, (태전동)",35.929693653742206,128.544648656814,,,,,,
GS25,달서월배점,편의점,"대구광역시 달서구 월배로 169, (진천동)",35.8172908046285,128.53229346350702,,,,,,
GS25,대구율하점,편의점,"대구광역시 동구 율하동로24길 1, (신기동)",35.8699734466214,128.70243736813,,,,,,
GS25,대곡점,편의점,"대구광역시 달서구 도원로 16, (도원동)",35.8083711014026,128.53556453903602,,,,,,
GS25,대구한일점,편의점,"대구광역시 중구 동성로 36, (동성로2가)",35.8701528672555,128.59583317741001,,,,,,
GS25,대명계대점,편의점,"대구광역시 남구 명덕로 98, (대명동)",35.8570220963421,128.580799001303,,,,,,
GS25,편의점중앙제일점,편의점,"대구광역시 중구 중앙대로 393, (동성로3가)",35.8682987639231,128.593482810081,,,,,,
GS25,달서장기점,편의점,"대구광역시 달서구 대명천로 284, (장기동)",35.8419736870869,128.52924807971598,,,,,,
GS25,섬유회관점,편의점,"대구광역시 중구 국채보상로 487, (동산동)",35.8708777843264,128.58403397182198,,,,,,
GS25,달서대로점,편의점,"대구광역시 달서구 와룡로 151, (감삼동)",35.84621296708929,128.536693389244,,,,,,
맥도날드,대구만촌DT점,프렌차이즈,"대구광역시 수성구 달구벌대로 2634, (만촌동)",35.85645091889771,128.650081788445,,,,,,
GS25,수성구청점,편의점,"대구광역시 수성구 달구벌대로 2442, (범어동)",35.8585244366605,128.629681925196,,,,,,
GS25,문화디지털점,편의점,"대구광역시 남구 명덕로 104, (대명동)",35.855533004669205,128.579326684773,,,,,,
GS25,대구공고점,편의점,"대구광역시 동구 대현로 137-1, (신암동)",35.881535801796495,128.613882451754,,,,,,
GS25,상인푸른점,편의점,"대구광역시 달서구 월배로46길 29, (상인동)",35.8173049514146,128.53721808480898,,,,,,
GS25,동성로점,편의점,"대구광역시 중구 중앙대로 392, (동성로3가)",35.8680715265808,128.59386868378002,,,,,,
GS25,대구진천점,편의점,"대구광역시 달서구 진천로 56, (진천동)",35.813737794538,128.524490449758,,,,,,
GS25,대구이곡점,편의점,"대구광역시 달서구 이곡서로 15, (이곡동)",35.8538847768998,128.50515826251498,,,,,,
GS25,달서명가점,편의점,"대구광역시 달서구 호산로29길 109, (파호동)",35.852449540894106,128.477006021174,,,,,,
GS25,성서제일점,편의점,"대구광역시 달서구 계대동문로 106, (이곡동)",35.8551072553025,128.503804207639,,,,,,
GS25,신천보람점,편의점,"대구광역시 동구 동부로30길 98, (신천동)",35.8683423756636,128.629194842311,,,,,,
GS25,두산미래점,편의점,"대구광역시 수성구 청수로24길 14, (두산동)",35.8393525041942,128.621173018999,,,,,,
GS25,신평리점,편의점,"대구광역시 서구 국채보상로 252, (평리동)",35.870899650839,128.558586588943,,,,,,
GS25,편의점다사서재점,편의점,"대구광역시 달성군 다사읍 서재로 140, (서재리)",35.876000431419,128.49721421336702,,,,,,
GS25,북구서변점,편의점,"대구광역시 북구 호국로 215, (서변동)",35.9208731643682,128.598828404449,,,,,,
이디야,대구교대점,프렌차이즈,"대구광역시 남구 중앙대로 219-1, (대명동)",35.8529196117904,128.590345729749,,,,,,
이디야,대구침산네거리점,프렌차이즈,"대구광역시 북구 침산남로 150, (침산동)",35.8878014873204,128.592033333502,,,,,,
GS25,디지스트점,편의점,"대구광역시 달성군 현풍읍 테크노중앙대로 333, (상리)",35.7056520971416,128.455022715013,,,,,,
GS25,대구봉무점,편의점,"대구광역시 동구 팔공로53길 40, (봉무동, 이시아폴리스더샵4차)",35.9264306683761,128.636325728497,,,,,,
GS25,범물우방점,편의점,"대구광역시 수성구 지범로 285, (범물동)",35.8156777165353,128.647912299941,,,,,,
GS25,성서이곡점,편의점,"대구광역시 달서구 선원남로 90, (이곡동)",35.8571093160456,128.50995070513,,,,,,
이디야,만경관점,프렌차이즈,"대구광역시 중구 국채보상로 551, (종로1가)",35.8707898088375,128.59096549587,,,,,,
GS25,대구신당점,편의점,"대구광역시 달서구 서당로3길 28, (신당동)",35.8533545647593,128.493939592078,,,,,,
GS25,계명아트점,편의점,"대구광역시 달서구 신당로 3, (신당동)",35.8538459067274,128.492813351429,,,,,,
GS25,범어네거리점,편의점,"대구광역시 수성구 달구벌대로 2381, (범어동)",35.859649448964,128.62308073160298,,,,,,
GS25,대구만촌점,편의점,"대구광역시 수성구 만촌로 17, (만촌동)",35.860454680637396,128.64471120630898,,,,,,
GS25,죽곡강창점,편의점,"대구광역시 달성군 다사읍 달구벌대로 844, (죽곡리)",35.8601050038258,128.462358893348,,,,,,
GS25,동구신기점,편의점,"대구광역시 동구 안심로41길 31, (신기동)",35.869101267187204,128.708221078414,,,,,,
GS25,대구대현점,편의점,"대구광역시 북구 대현로 41, (대현동)",35.8852872640475,128.60460776503402,,,,,,
이디야,대구칠곡네거리점,프렌차이즈,"대구광역시 북구 칠곡중앙대로 403, (태전동)",35.931877463765,128.548032650865,,,,,,
GS25,경북대정문점,편의점,"대구광역시 동구 경대로 42, (신암동)",35.884840624099205,128.614472814723,,,,,,
GS25,대구용산점,편의점,"대구광역시 달서구 선원로 275, (용산동)",35.8590101415212,128.522762291607,,,,,,
GS25,대구혁신점,편의점,"대구광역시 동구 과학로 2, (각산동)",35.8789037215348,128.716470446471,,,,,,
탐앤탐스,성서점,프렌차이즈,"대구광역시 달서구 달구벌대로251안길 6, (이곡동)",35.8523859565431,128.505779816591,,,,,,
GS25,두류센타점,편의점,"대구광역시 달서구 달구벌대로344길 34, (두류동)",35.854982810936,128.552618060406,,,,,,
GS25,갈산공단점,편의점,"대구광역시 달서구 성서동로 320, (장기동)",35.8492779375161,128.51601164761001,,,,,,
이디야,경북대병원점,프렌차이즈,"대구광역시 중구 동덕로 131, (삼덕동2가)",35.8663660981559,128.60330134094102,,,,,,
스타벅스,동아수성점,프렌차이즈,"대구광역시 수성구 지범로 191, (범물동)",35.821080998401,128.640375439966,,,,,,
GS25,산격주공점,편의점,"대구광역시 북구 연암로 139, (산격동)",35.8969622334275,128.595003811777,,,,,,
GS25,이곡원룸점,편의점,"대구광역시 달서구 이곡공원로 9, (이곡동)",35.8555474750429,128.508423883512,,,,,,
이디야,대구범어점,프렌차이즈,"대구광역시 수성구 국채보상로 856, (범어동)",35.866899217171,128.62421157401198,,,,,,
GS25,경대제일점,편의점,"대구광역시 북구 대학로23길 35, (산격동)",35.8930066835134,128.609141489778,,,,,,
GS25,칠곡센터점,편의점,"대구광역시 북구 동천로 128-7, (동천동)",35.94295433551579,128.561742229958,,,,,,
스타벅스,수성리더스점,프렌차이즈,"대구광역시 수성구 동대구로 95, (두산동, 수성SK리더스뷰)",35.8379205058804,128.622700469374,,,,,,
맥도날드,본리점,프렌차이즈,"대구광역시 달서구 와룡로 134, (감삼동)",35.8447128486118,128.537568895754,,,,,,
맥도날드,대구시지DT점,프렌차이즈,"대구광역시 수성구 달구벌대로 3199, (매호동)",35.840861310876996,128.706973718984,,,,,,
스타벅스,대구침산DT점,프렌차이즈,"대구광역시 북구 침산로 126, (침산동)",35.8874864191681,128.591953455867,,,,,,
스타벅스,동대구터미널점,프렌차이즈,"대구광역시 동구 동부로30길 12, (신천동)",35.8762230054311,128.628603754871,,,,,,
GS25,편의점,편의점,"대구광역시 북구 구암로41길 6, (구암동)",35.9319410928422,128.56349289109698,,,,,,
GS25,북구대현점,편의점,"대구광역시 북구 대현로 86, (대현동)",35.8826185875587,128.608330963794,,,,,,
스타벅스,달서죽전점,프렌차이즈,대구광역시 달서구 와룡로 190,35.849208606898706,128.537986712625,,,,,,
GS25,칠곡구안점,편의점,"대구광역시 북구 칠곡중앙대로 442, (읍내동)",35.9351711076389,128.549163657842,,,,,,
맥도날드,월배이마트점,프렌차이즈,"대구광역시 달서구 진천로 92, (대천동)",35.8171934697114,128.52367213425,,,,,,
맥도날드,대구아카데미점,프렌차이즈,"대구광역시 중구 중앙대로 412, (남일동)",35.86999803984921,128.59433707716698,,,,,,
GS25,수성메트로점,편의점,"대구광역시 수성구 화랑로 64, (만촌동)",35.871299361982004,128.634212500225,,,,,,
탐앤탐스,대구계명대점,프렌차이즈,"대구광역시 달서구 계대동문로 11-1, (신당동)",35.8558163588871,128.493655924545,,,,,,
GS25,동촌유원지점,편의점,"대구광역시 동구 효동로2길 29, (효목동)",35.8809306966495,128.651754745466,,,,,,
GS25,계명대점,편의점,"대구광역시 남구 현충로 268, (대명동)",35.8561005839139,128.583106268354,,,,,,
GS25,범어타운점,편의점,"대구광역시 수성구 상록로 62, (범어동)",35.8650421112148,128.624285595098,,,,,,
GS25,칠곡동천점,편의점,"대구광역시 북구 구암로 143, (동천동)",35.9320276328901,128.556533818095,,,,,,
맥도날드,방촌점,프렌차이즈,"대구광역시 동구 동촌로 243, (방촌동)",35.8811092193097,128.666851626446,,,,,,
GS25,성서와룡점,편의점,"대구광역시 달서구 달구벌대로251길 27, (이곡동)",35.8545809213694,128.504653387085,,,,,,
맥도날드,이곡DT점,프렌차이즈,"대구광역시 달서구 이곡공원로 8, (이곡동)",35.855106304474,128.50831035074302,,,,,,
GS25,대구노원점,편의점,"대구광역시 북구 팔달로41길 65, (노원동2가)",35.89109897219021,128.573737210074,,,,,,
GS25,대구하빈점,편의점,"대구광역시 달성군 하빈면 하목정길 14-1, (하산리)",35.879235973368104,128.400815438071,,,,,,
버거킹,대구범어점,프렌차이즈,"대구광역시 수성구 동대구로 251, (범어동)",35.8529171763849,128.624699814921,,,,,,
맥도날드,대구수성DT점,프렌차이즈,"대구광역시 수성구 달구벌대로 2345, (수성동4가)",35.860030338275706,128.619141996647,,,,,,
버거킹,동산병원점,프렌차이즈,"대구광역시 중구 달성로 56, (동산동)",35.8701910484698,128.582533986768,,,,,,
맥도날드,대구침산DT점,프렌차이즈,"대구광역시 북구 침산로 120, (침산동)",35.8869194818307,128.59177202075702,,,,,,
맥도날드,대구태전DT점,프렌차이즈,"대구광역시 북구 칠곡중앙대로 303, (태전동)",35.922772064475105,128.546518213015,,,,,,
스타벅스,대구두류DT점,프렌차이즈,"대구광역시 달서구 달구벌대로 1796, (두류동)",35.858871143345496,128.561558096915,,,,,,
버거킹,동산로점,프렌차이즈,"대구광역시 중구 동성로 25, (사일동)",35.869399407127396,128.59509668238002,,,,,,
GS25,북구노원점,편의점,"대구광역시 북구 노원로 90, (노원동3가)",35.8947865285286,128.571603779604,,,,,,
맥도날드,홈플러스성서점,프렌차이즈,"대구광역시 달서구 달구벌대로 1467, (용산동)",35.8494627722282,128.527415796095,,,,,,
GS25,대구교대점,편의점,"대구광역시 남구 중앙대로 216, (대명동)",35.852556319849896,128.590907668862,,,,,,
맥도날드,대구상인DT점,프렌차이즈,"대구광역시 달서구 월곡로 330, (상인동)",35.8222475720912,128.534451424274,,,,,,
스타벅스,중앙로점,프렌차이즈,"대구광역시 중구 중앙대로 386, (동성로3가)",35.8674679365005,128.593808814093,,,,,,
맥도날드,만촌이마트점,프렌차이즈,"대구광역시 수성구 동원로 136, (만촌동)",35.8712206867939,128.63715749927,,,,,,
맥도날드,희망DT점,프렌차이즈,"대구광역시 수성구 수성로 238, (중동)",35.8466843566259,128.613359144624,,,,,,
GS25,만평점,편의점,"대구광역시 서구 팔달로 142, (비산동)",35.888991834407896,128.565724922443,,,,,,
스타벅스,대구중앙로점,프렌차이즈,"대구광역시 중구 남성로 61, (동성로3가)",35.867298879815394,128.593364622387,,,,,,
GS25,가창점,편의점,"대구광역시 달성군 가창면 가창로 1109, (용계리)",35.803430543695605,128.621955411167,,,,,,
GS25,신동대구점,편의점,"대구광역시 동구 동부로22길 8, (신천동)",35.8760430522576,128.6268193455,,,,,,
맥도날드,SKDT점,프렌차이즈,"대구광역시 달서구 달서대로 455, (호산동)",35.84003384975821,128.491510263159,,,,,,
GS25,달성본리점,편의점,"대구광역시 달성군 화원읍 성암로1길 5, (본리리)",35.8018148377564,128.50942005756,,,,,,
GS25,파티마점,편의점,"대구광역시 동구 동대구로 550, (신암동)",35.8790975727776,128.628726138595,,,,,,
GS25,범어타운점,편의점,"대구광역시 수성구 상록로 60, (범어동)",35.8648804552833,128.624173598294,,,,,,
맥도날드,서부터미널점,프렌차이즈,"대구광역시 남구 월배로 482, (대명동)",35.8361168810234,128.556770890514,,,,,,
GS25,본리장기점,편의점,"대구광역시 달서구 용산로 49, (본리동)",35.8417071851277,128.530408632573,,,,,,
스타벅스,대구이곡점,프렌차이즈,"대구광역시 달서구 계대동문로 108, (이곡동)",35.85516909294861,128.50410353283502,,,,,,
탐앤탐스,동대구KTX역사점,프렌차이즈,"대구광역시 동구 동대구로 550, (신암동)",35.8790975727776,128.628726138595,,,,,,
이디야,대구현풍로점,프렌차이즈,"대구광역시 달성군 유가읍 현풍로 198, (봉리)",35.698374967935294,128.460605789792,,,,,,
스타벅스,동아백화점,프렌차이즈,"대구광역시 중구 경상감영길 171, (동문동)",35.8725810133424,128.596925533668,,,,,,
스타벅스,대구동천점,프렌차이즈,"대구광역시 북구 동천로 123, (동천동)",35.942563418242,128.56053133214,,,,,,
맥도날드,지산점,프렌차이즈,"대구광역시 수성구 용학로 212, (지산동)",35.8212906485861,128.631412981506,,,,,,
GS25,동변원룸점,편의점,"대구광역시 북구 동변로15길 14, (동변동)",35.9208933136439,128.602008724631,,,,,,
스타벅스,동대구로DT점,프렌차이즈,"대구광역시 동구 동대구로 422, (신천동)",35.868145155244,128.627266518866,,,,,,
GS25,수성유원지점,편의점,"대구광역시 수성구 수성못길 26, (두산동)",35.8271156476725,128.62230616350598,,,,,,
이디야,대구종로점,프렌차이즈,"대구광역시 중구 종로 17, (남성로)",35.8673956728951,128.59201440401898,,,,,,
GS25,북구태전로점,편의점,"대구광역시 북구 태전로 87, (태전동)",35.927633377160504,128.541830857738,,,,,,
GS25,동구신암점,편의점,"대구광역시 동구 아양로 123, (신암동)",35.885021435759704,128.626579965887,,,,,,
스타벅스,대구수목원점,프렌차이즈,"대구광역시 달서구 화암로 379, (대곡동)",35.8072395535126,128.52025410299498,,,,,,
맥도날드,대구교대DT점,프렌차이즈,"대구광역시 남구 중앙대로 225, (대명동)",35.853452135392104,128.590194678361,,,,,,
탐앤탐스,대구엘디스호텔점,프렌차이즈,"대구광역시 중구 달구벌대로 2033, (동산동)",35.866523913052,128.585984122082,,,,,,
GS25,현풍씨티점,편의점,"대구광역시 달성군 유가읍 테크노상업로 100, (봉리)",35.6932465861534,128.460521056807,,,,,,
스타벅스,대구교보문고점,프렌차이즈,"대구광역시 중구 국채보상로 586, (동성로2가)",35.870608504821604,128.59482887960502,,,,,,
맥도날드,문화점,프렌차이즈,"대구광역시 중구 국채보상로 599, (문화동)",35.871024919417,128.59628265708798,,,,,,
버거킹,대구율하점,프렌차이즈,"대구광역시 동구 안심로22길 10, (율하동)",35.8664049078701,128.696127447673,,,,,,
이디야,대구진천점,프렌차이즈,"대구광역시 달서구 상화로 165-1, (진천동)",35.810063107142,128.532068183499,,,,,,
GS25,드림병원점,편의점,"대구광역시 남구 대명로 153, (대명동)",35.8396208557119,128.574473257901,,,,,,
나들가게,코사마트,편의점,"대구광역시 달서구 선원남로 151, (용산동, 한마음)",35.8574114211777,128.517293333282,,,,,,
GS25,대명타운점,편의점,"대구광역시 남구 큰골5길 80, (대명동)",35.840106159280204,128.58225861016,,,,,,
GS25,동구검사점,편의점,"대구광역시 동구 동촌역사로 20, (검사동)",35.8884904647584,128.653832550897,,,,,,
맥도날드,대구다사DT점,프렌차이즈,"대구광역시 달성군 다사읍 달구벌대로 825, (죽곡리)",35.8619003128335,128.461926415541,,,,,,
나들가게,코사마트,편의점,"대구광역시 남구 양지로 129, (대명동)",35.8519935218826,128.58062947519,,,,,,
GS25,동천대동점,편의점,"대구광역시 북구 대천로 70, (동천동)",35.9370286338164,128.556812697115,,,,,,
맥도날드,동성로2호점,프렌차이즈,"대구광역시 중구 동성로 23-2, (사일동)",35.869101981848395,128.595094458642,,,,,,
GS25,신서해피점,편의점,"대구광역시 동구 반야월로 370-6, (신서동)",35.8710509328713,128.728846580075,,,,,,
GS25,시대구안심역점,편의점,"대구광역시 동구 반야월로 407, (괴전동)",35.871555860419704,128.73325856025,,,,,,
GS25,호림센터점,편의점,"대구광역시 달서구 달서대로95길 13, (호산동)",35.841805794645204,128.490203890169,,,,,,
GS25,달서용산점,편의점,"대구광역시 달서구 성지로 94, (용산동)",35.8577363063789,128.521369931693,,,,,,
GS25,달성옥포점,편의점,"대구광역시 달성군 옥포읍 돌미로 51, (강림리, 엘에이치천년나무2단지)",35.7800793313817,128.439684147885,,,,,,
GS25,도원캐슬점,편의점,"대구광역시 달서구 월곡로 99, (도원동)",35.806278025342294,128.549979010442,,,,,,
GS25,이곡별초롱점,편의점,"대구광역시 달서구 선원로 191, (이곡동)",35.859203181929495,128.513529358763,,,,,,
GS25,서구비산점,편의점,"대구광역시 서구 국채보상로 418-1, (비산동)",35.871508049115704,128.576707702988,,,,,,
나들가게,코사마트,편의점,"대구광역시 달서구 파도고개로 115, (두류동)",35.8548164183823,128.56895851053002,,,,,,
GS25,현풍테크노점,편의점,"대구광역시 달성군 현풍읍 테크노북로 105, (중리)",35.696874561558,128.454586108742,,,,,,
나들가게,동아마트,편의점,"대구광역시 달서구 장기로 88-2, (성당동)",35.843696504369504,128.551023172534,,,,,,
GS25,대구신서점,편의점,"대구광역시 동구 동호로7길 46, (신서동)",35.8693715536077,128.730813349891,,,,,,
GS25,중구반월점,편의점,"대구광역시 중구 달구벌대로 2095, (덕산동)",35.866328165594396,128.592814803198,,,,,,
스타벅스,대구칠곡대로DT점,프렌차이즈,"대구광역시 북구 칠곡중앙대로 348, (태전동)",35.92690281445971,128.547898589587,,,,,,
버거킹,대구역롯데점,프렌차이즈,"대구광역시 북구 태평로 161, (칠성동2가)",35.8758837954898,128.59613079856,,,,,,
스타벅스,대구범어제니스점,프렌차이즈,"대구광역시 수성구 달구벌대로 2435, (범어동, 두산위브더제니스아파트)",35.861001374714,128.62828425151,,,,,,
스타벅스,대구황금DT점,프렌차이즈,"대구광역시 수성구 청수로 164, (지산동)",35.83905817228,128.625786630133,,,,,,
GS25,대구반월당점,편의점,대구광역시 중구 달구벌대로 2160,35.8640984867759,128.598954685653,,,,,,
스타벅스,대구캠프워커점,프렌차이즈,"대구광역시 남구 대명로 240, (대명동)",35.8359401163061,128.590042819835,,,,,,
이디야,대명동점,프렌차이즈,"대구광역시 남구 현충로 105, (대명동)",35.8422724560256,128.57975052858802,,,,,,
나들가게,청구마트,편의점,"대구광역시 달서구 상인로 105, (상인동, 청구)",35.8152653737388,128.545791612781,,,,,,
GS25,달성논공점,편의점,"대구광역시 달성군 논공읍 남리1길 1, (남리)",35.725150619793,128.44961780005,,,,,,
GS25,대구엑스코점,편의점,대구광역시 북구 유통단지로 90,35.9071192167271,128.613093969858,,,,,,
GS25,월성파크점,편의점,"대구광역시 달서구 상원로 195, (월성동)",35.8240906730556,128.525277922533,,,,,,
스타벅스,대구도원DT점,프렌차이즈,"대구광역시 달서구 상화로 314, (도원동)",35.8077287542328,128.54809689407,,,,,,
GS25,대구명덕역점,편의점,"대구광역시 중구 중앙대로 269, (남산동)",35.8575601210111,128.590612641525,,,,,,
GS25,하빈현내점,편의점,"대구광역시 달성군 하빈면 하빈로86길 1, (현내리)",35.9021881966353,128.445598484654,,,,,,
GS25,중동원룸점,편의점,"대구광역시 수성구 수성로52길 45, (중동)",35.8490072032346,128.615624384302,,,,,,
GS25,대구유통단지점,편의점,"대구광역시 북구 유통단지로 52-20, (산격동)",35.9048221520472,128.609298491422,,,,,,
GS25,대구산격점,편의점,"대구광역시 북구 동북로 149, (산격동)",35.900369147849,128.609397296627,,,,,,
GS25,상인에이스점,편의점,"대구광역시 달서구 상화로 287, (상인동)",35.80867118311829,128.54500512781001,,,,,,
GS25,성당타운점,편의점,"대구광역시 달서구 장기로 70, (성당동)",35.843552055130296,128.553036911185,,,,,,
GS25,서대구로,편의점,"대구광역시 서구 서대구로 304, (비산동)",35.884705394843394,128.557188294718,,,,,,
GS25,신천트윈점,편의점,"대구광역시 동구 동부로 33, (신천동)",35.8745933617789,128.616088041946,,,,,,
GS25,이시아폴리스점,편의점,"대구광역시 동구 팔공로47길 46, (봉무동)",35.920187425056795,128.635788171623,,,,,,
GS25,매호타운,편의점,"대구광역시 수성구 천을로 170, (매호동, 시지태왕하이츠2차)",35.8417511726552,128.708918800582,,,,,,
GS25,달서유천점,편의점,대구광역시 달서구 월배로 21,35.81216491460721,128.517221042316,,,,,,
이디야,대구봉덕점,프렌차이즈,"대구광역시 남구 이천로 20, (봉덕동)",35.8426137059987,128.598394612873,,,,,,
GS25,편의점,편의점,"대구광역시 달성군 현풍읍 테크노상업로 46, (중리)",35.692628520793,128.454760899646,,,,,,
GS25,현풍하나리움점,편의점,"대구광역시 달성군 유가읍 테크노북로 164, (봉리, 하나리움퀸즈파크)",35.696380861897396,128.461157856013,,,,,,
GS25,만촌오성점,편의점,"대구광역시 수성구 달구벌대로522길 33, (만촌동, 수성E편한세상2차)",35.856402055937295,128.647446322189,,,,,,
GS25,체육관점,편의점,"대구광역시 북구 대구체육관로 40, (산격동)",35.892457877313106,128.603587830261,,,,,,
GS25,옥포허브시티점,편의점,"대구광역시 달성군 옥포읍 비슬로 1941, (강림리, 엘에이치허브시티)",35.7838496128616,128.43398597610002,,,,,,
